Air temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_H,Type_L,Type_M
-1.2672482709688728,1.0443383778311268,-1.1562116390143167,1.4775738545300083,0,0,1,0
-1.2672482709688728,0.27457182483925163,-0.6549667160018846,1.5089952168949459,0,0,0,1
-1.2672482709688728,0.6371430273354247,-0.6549667160018846,1.5561272604423522,0,1,0,0
-1.2672482709688728,-0.14377956265633265,0.24727414542049292,1.6346806663546962,0,0,1,0
-1.2672482709688728,-0.2776520066549196,0.04677617621552012,1.6661020287196338,0,0,1,0
-1.2672482709688728,-0.40036841365362436,-0.35421976219442547,1.6975233910845715,0,0,1,0
-1.2672482709688728,0.05702910334154782,-0.35421976219442547,1.728944753449509,0,0,1,0
-1.2672482709688728,-1.0027944116472658,0.8487680530354113,1.7603661158144466,0,0,0,1
-1.2672482709688728,-0.032219192657510165,0.1470251608180065,1.807498159361853,0,0,1,0
-1.2672482709688728,-1.281695336644322,1.751008914457789,-1.6959837443286894,0,0,1,0
-1.2672482709688728,-0.6067550981514459,0.9490170376378977,-1.6645623819637516,0,1,0,0
-1.2672482709688728,-0.6681133016507983,1.049266022240384,-1.5860089760514078,0,1,0,0
-1.2672482709688728,-0.021063155657627914,-0.2539707775919391,-1.5074555701390637,0,0,0,1
-1.2672482709688728,-0.40594643215356546,0.3475231300229793,-1.4603235265916572,0,0,1,0
-1.2672482709688728,-0.6234891536512693,1.049266022240384,-1.4289021642267197,0,0,1,0
-1.2672482709688728,-1.4434578731426146,0.8487680530354113,-1.3974808018617821,0,0,0,1
-1.2672482709688728,-0.06010928515721578,-0.6549667160018846,-1.3503487583143756,0,0,1,0
-1.2672482709688728,1.9312433193217655,-1.4569585928217759,-1.318927395949438,0,1,0,0
-1.2672482709688728,0.6092529348357191,-0.6549667160018846,-1.240373990037094,0,1,0,0
-1.2672482709688728,-0.7740956531496797,1.6507599298553024,-1.1618205841247502,0,0,1,0
-1.2672482709688728,3.928173942300688,-2.45944843884664,-1.1303992217598124,0,0,0,1
-1.2672482709688728,0.10723126984101794,-0.45446874679691185,-1.0832671782124061,0,0,1,0
-0.7707165450191592,0.5255826573366023,-0.5547177313993983,-1.0518458158474686,0,0,1,0
-0.7707165450191592,0.05702910334154782,-0.15372179298945268,-1.0204244534825309,0,0,0,1
-0.7707165450191592,-0.23860587715533174,0.5480210992279521,-0.9732924099351246,0,0,1,0
-0.7707165450191592,-0.40036841365362436,0.1470251608180065,-0.9418710475701869,0,0,1,0
-0.7707165450191592,-1.465769947142379,2.55300079127768,-0.9104496852052493,0,0,0,1
-0.7707165450191592,-0.2720739881549785,0.04677617621552012,-0.8633176416578429,0,1,0,0
-0.7707165450191592,0.12954334384078245,-0.15372179298945268,-0.7847642357454989,0,1,0,0
-0.7707165450191592,-0.7908297086495031,0.8487680530354113,-0.7062108298331549,0,0,1,0
-0.7707165450191592,-0.04895324815733353,0.04677617621552012,-0.6747894674682173,0,1,0,0
-0.7707165450191592,-0.9860603561474424,0.7485190684329249,-0.5962360615558733,0,0,0,1
-0.7707165450191592,0.8602637673330696,-0.5547177313993983,-0.5491040180084669,0,0,0,1
-0.7707165450191592,-0.7294715051501507,0.6482700838304385,-0.5019719744610606,0,0,0,1
-0.7707165450191592,-0.7852516901495619,1.2497639914453569,-0.4548399309136541,0,0,1,0
-0.7707165450191592,-0.04337522965739241,0.04677617621552012,-0.4234185685487165,0,0,0,1
-0.7707165450191592,-0.09915541465680365,-0.2539707775919391,-0.3762865250013101,0,1,0,0
-0.7707165450191592,-0.6234891536512693,1.4502619606503298,-0.2977331190889661,0,1,0,0
-0.7707165450191592,0.04029504784172445,-0.35421976219442547,-0.21917971317662213,0,0,1,0
-0.7707165450191592,-1.0195284671470892,0.5480210992279521,-0.18775835081168452,0,0,1,0
-0.7707165450191592,3.4261522773059867,-2.45944843884664,-0.15633698844674693,1,0,1,0
-0.7707165450191592,-0.26091795115509625,0.1470251608180065,-0.12491562608180933,0,0,0,1
-0.7707165450191592,0.2411037138396049,0.04677617621552012,-0.07778358253440293,0,0,1,0
-0.7707165450191592,-0.6681133016507983,0.1470251608180065,-0.046362220169465326,0,0,1,0
-0.7707165450191592,-0.5453968946520936,0.8487680530354113,-0.014940857804527726,0,0,0,1
-0.7707165450191592,0.5367386943364845,-0.755215700604371,0.03219118574287867,0,0,0,1
-0.7707165450191592,-0.612333116651387,0.5480210992279521,0.07932322929028507,0,0,1,0
-0.7707165450191592,0.7598594343341295,-1.1562116390143167,0.11074459165522267,0,0,0,1
-0.7707165450191592,1.8364170048227664,-1.6574565620267487,0.15787663520262907,0,0,0,1
-0.7707165450191592,0.2411037138396049,-0.6549667160018846,0.20500867875003548,0,1,0,0
-0.7707165450191592,-0.294386062154743,0.04677617621552012,0.2835620846623795,0,0,1,0
-0.7707165450191592,-0.7629396161497974,1.4502619606503298,0.31498344702731707,0,0,1,0
-0.7707165450191592,0.45864643533730876,-0.5547177313993983,0.34640480939225465,0,0,1,0
-0.7707165450191592,-0.6179111351513282,0.24727414542049292,0.37782617175719224,0,0,1,0
-0.7707165450191592,-1.0920427076463237,1.3500129760478432,0.4092475341221299,0,0,0,1
-0.7707165450191592,-0.4505705801530945,0.04677617621552012,0.45637957766953624,0,0,0,1
-0.7707165450191592,-1.2091810961450873,1.751008914457789,0.5035116212169427,0,0,1,0
-0.7707165450191592,-0.3111201176545664,-0.755215700604371,0.5349329835818802,0,0,1,0
-0.7707165450191592,-0.18840371065586164,0.5480210992279521,0.5663543459468179,0,0,1,0
-0.7707165450191592,0.3024619173389573,0.24727414542049292,0.5977757083117554,0,0,1,0
-0.7707165450191592,3.119361259809225,-2.0584525004366943,0.6291970706766931,0,0,1,0
-0.7707165450191592,0.7431253788343061,-0.9557136698093438,0.6606184330416307,0,0,1,0
-0.7707165450191592,-0.2888080436548019,0.1470251608180065,0.6920397954065682,0,0,1,0
-0.7707165450191592,-0.6458012276510338,0.24727414542049292,0.7234611577715059,0,0,1,0
-0.7707165450191592,1.1782108218297138,-1.4569585928217759,0.7548825201364434,0,0,1,0
-0.7707165450191592,0.6427210458353658,-0.8554646852068575,0.7863038825013811,0,0,1,0
-0.7707165450191592,-0.2274498401554495,1.049266022240384,0.8177252448663187,0,0,1,0
-0.7707165450191592,0.2689938063393105,-0.9557136698093438,0.8491466072312562,0,0,1,0
-0.7707165450191592,-0.3669003026539776,0.24727414542049292,0.8805679695961939,0,0,1,0
-0.7707165450191592,-1.0027944116472658,1.6507599298553024,0.9119893319611314,0,0,1,0
-0.27418481906944553,0.5367386943364845,-0.5547177313993983,0.943410694326069,0,0,0,1
-0.27418481906944553,-0.10473343315674477,0.5480210992279521,0.9905427378734755,0,0,1,0
-0.27418481906944553,-0.17724767365597938,-0.35421976219442547,1.021964100238413,0,0,1,0
-0.27418481906944553,-0.6179111351513282,0.6482700838304385,1.0533854626033508,0,0,1,0
-0.27418481906944553,0.2411037138396049,-0.6549667160018846,1.0848068249682883,0,0,0,1
-0.27418481906944553,2.176676133319175,-1.5572075774242622,1.1319388685156946,0,0,1,0
-0.27418481906944553,0.006826936842077707,-0.15372179298945268,1.1633602308806323,0,0,0,1
-0.7707165450191592,-0.9860603561474424,1.3500129760478432,1.2104922744280386,0,0,1,0
-0.7707165450191592,-0.48403869115274123,0.9490170376378977,1.2419136367929762,0,1,0,0
-0.7707165450191592,-0.9916383746473835,1.1495150068428706,1.3204670427053202,0,0,1,0
-0.7707165450191592,-1.6498445576404361,3.4552416527000576,1.3518884050702578,1,0,0,1
-0.7707165450191592,0.15743343634048806,-0.35421976219442547,1.3990204486176643,0,1,0,0
-0.7707165450191592,-0.7127374496503273,0.6482700838304385,1.4775738545300083,0,0,1,0
-0.7707165450191592,1.5352040058259457,-1.3567096082192895,1.5089952168949459,0,0,1,0
-0.7707165450191592,1.005292248331539,-1.1562116390143167,1.5404165792598834,0,0,0,1
-0.7707165450191592,0.692923212334836,-0.9557136698093438,1.58754862280729,0,1,0,0
-0.7707165450191592,0.8769978228328931,-0.9557136698093438,1.6661020287196338,0,0,1,0
-0.7707165450191592,1.2953492103284774,-1.3567096082192895,1.6975233910845715,0,1,0,0
-0.27418481906944553,1.8364170048227664,-1.5572075774242622,1.7760767969969153,0,0,1,0
-0.27418481906944553,0.10723126984101794,-0.45446874679691185,1.807498159361853,0,0,0,1
-0.27418481906944553,-0.969326300647619,0.9490170376378977,1.8546302029092594,1,0,1,0
-0.27418481906944553,-0.9358581896479723,1.3500129760478432,1.8860515652741972,1,0,1,0
-0.7707165450191592,0.24668173233954604,-0.755215700604371,1.9174729276391347,0,0,1,0
-0.7707165450191592,0.41402228733777974,-0.35421976219442547,-1.6959837443286894,0,1,0,0
-0.7707165450191592,1.0164482853314212,-1.256460623616803,-1.6174303384163453,0,0,1,0
-0.7707165450191592,0.7208133048345415,-0.8554646852068575,-1.5860089760514078,0,0,0,1
-0.7707165450191592,0.1685894733403703,-0.35421976219442547,-1.5388769325040013,0,0,1,0
-0.7707165450191592,-1.1757129851454406,1.049266022240384,-1.5074555701390637,0,0,0,1
-0.7707165450191592,0.31919597283878065,-0.6549667160018846,-1.4603235265916572,0,0,0,1
-0.7707165450191592,0.7654374528340706,-0.755215700604371,-1.413191483044251,0,0,1,0
-0.7707165450191592,1.50731391332624,-1.1562116390143167,-1.3817701206793134,0,0,1,0
-0.7707165450191592,1.4794238208265345,-1.3567096082192895,-1.3503487583143756,0,0,1,0
-0.7707165450191592,-0.032219192657510165,-0.6549667160018846,-1.318927395949438,0,0,1,0
-0.7707165450191592,0.9941362113316566,-1.256460623616803,-1.2875060335845006,0,0,1,0
-0.7707165450191592,-0.9804823376475013,0.5480210992279521,-1.2560846712195628,0,0,1,0
-0.7707165450191592,-0.7629396161497974,0.5480210992279521,-1.2246633088546253,0,0,1,0
-0.7707165450191592,-0.5732869871517992,0.7485190684329249,-1.1932419464896877,0,0,1,0
-0.7707165450191592,-0.07684334065703916,0.3475231300229793,-1.1618205841247502,0,0,1,0
-0.7707165450191592,0.3303520098386629,-0.6549667160018846,-1.1303992217598124,0,0,0,1
-0.7707165450191592,-0.5286628391522702,0.8487680530354113,-1.0832671782124061,0,0,0,1
-0.7707165450191592,-1.1422448741457938,0.8487680530354113,-1.0361351346649996,0,0,1,0
-0.7707165450191592,0.7933275453337761,-0.45446874679691185,-1.004713772300062,0,0,0,1
-0.7707165450191592,0.3024619173389573,-0.2539707775919391,-0.9575817287526557,0,0,1,0
-0.7707165450191592,-0.4338365246532711,0.5480210992279521,-0.9261603663877181,0,0,1,0
-0.7707165450191592,0.8602637673330696,-0.8554646852068575,-0.8947390040227805,0,0,0,1
-0.7707165450191592,-0.7517835791499151,1.049266022240384,-0.8476069604753741,0,0,1,0
-0.7707165450191592,0.9383560263322455,-1.256460623616803,-0.8161855981104366,0,1,0,0
-0.7707165450191592,-0.4505705801530945,0.1470251608180065,-0.7376321921980925,0,0,0,1
-0.7707165450191592,-0.12146748865656815,0.1470251608180065,-0.6905001486506861,0,0,1,0
-0.7707165450191592,-0.5900210426516226,1.4502619606503298,-0.6590787862857486,0,0,1,0
-0.7707165450191592,0.15185541784054693,-0.6549667160018846,-0.6276574239208109,0,0,1,0
-0.7707165450191592,0.7654374528340706,-0.6549667160018846,-0.5962360615558733,0,0,1,0
-0.7707165450191592,-0.9525922451477956,1.6507599298553024,-0.5648146991909357,0,0,0,1
-0.7707165450191592,0.2355256953396638,-0.2539707775919391,-0.5176826556435293,0,0,0,1
-0.7707165450191592,0.9439340448321866,-1.256460623616803,-0.4705506120961229,0,1,0,0
-0.7707165450191592,-0.3222761546544486,0.1470251608180065,-0.3919972061837789,0,0,0,1
-0.7707165450191592,-0.48961670965268234,0.04677617621552012,-0.3448651626363725,0,0,1,0
-0.7707165450191592,-0.24418389565527288,-0.15372179298945268,-0.3134438002714349,0,0,0,1
-0.7707165450191592,0.1909015473401348,0.1470251608180065,-0.2663117567240285,0,0,0,1
-0.7707165450191592,-0.9637482821476778,1.9515068836627616,-0.21917971317662213,0,0,0,1
-0.7707165450191592,0.07934117734131232,-0.35421976219442547,-0.17204766962921572,0,0,1,0
-0.7707165450191592,-0.06010928515721578,-0.2539707775919391,-0.14062630726427813,0,0,0,1
-0.7707165450191592,-0.0656873036571569,-0.8554646852068575,-0.09349426371687172,0,0,0,1
-0.7707165450191592,-0.4338365246532711,0.6482700838304385,-0.046362220169465326,0,0,1,0
-0.7707165450191592,-0.46730463565291785,0.44777211462546573,-0.014940857804527726,0,1,0,0
-0.7707165450191592,0.45306841683736765,-0.5547177313993983,0.06361254810781627,0,0,1,0
-0.7707165450191592,1.3790194878275943,-1.256460623616803,0.09503391047275388,0,0,1,0
-0.7707165450191592,0.24668173233954604,-0.45446874679691185,0.12645527283769148,0,0,0,1
-0.7707165450191592,0.6371430273354247,-0.9557136698093438,0.17358731638509786,0,0,1,0
-0.7707165450191592,-1.1589789296456172,0.9490170376378977,0.20500867875003548,0,0,0,1
-0.7707165450191592,-0.3055420991546252,0.3475231300229793,0.2521407222974419,0,0,1,0
-0.7707165450191592,0.3582421023383685,-0.35421976219442547,0.2835620846623795,0,0,0,1
-0.7707165450191592,-0.5230848206523291,0.04677617621552012,0.3306941282097859,0,0,1,0
-0.7707165450191592,1.5854061723254158,-1.3567096082192895,0.3621154905747235,0,0,1,0
-0.7707165450191592,-0.26649596965503736,0.5480210992279521,0.39353685293966106,0,1,0,0
-0.7707165450191592,-0.032219192657510165,0.24727414542049292,0.47209025885200506,0,0,1,0
-0.7707165450191592,-0.7238934866502096,1.4502619606503298,0.5035116212169427,0,0,1,0
-0.7707165450191592,6.683715081271603,-3.1611913310640447,0.5349329835818802,1,0,1,0
-0.27418481906944553,-0.249761914155214,0.6482700838304385,0.5663543459468179,0,0,0,1
-0.27418481906944553,0.3080399358388984,-0.6549667160018846,0.6134863894942243,0,0,1,0
-0.27418481906944553,-0.0656873036571569,0.44777211462546573,0.6449077518591618,0,0,1,0
-0.27418481906944553,-0.48403869115274123,-0.053472808386966275,0.6763291142240995,0,0,1,0
-0.27418481906944553,-0.3111201176545664,-0.053472808386966275,0.7077504765890371,0,0,1,0
-0.27418481906944553,0.1685894733403703,-0.15372179298945268,0.7391718389539746,0,0,1,0
-0.27418481906944553,-0.3724783211539187,0.6482700838304385,0.7705932013189123,0,0,1,0
-0.27418481906944553,-0.032219192657510165,0.3475231300229793,0.8020145636838498,0,0,1,0
-0.7707165450191592,-0.9637482821476778,2.252253837470221,0.8334359260487875,0,1,0,0
-0.7707165450191592,-0.037797211157451285,-0.2539707775919391,0.9119893319611314,0,1,0,0
-0.7707165450191592,-1.2593832626445574,1.6507599298553024,0.9905427378734755,0,0,0,1
-0.27418481906944553,-0.9302801711480311,0.8487680530354113,1.0376747814208818,0,0,1,0
-0.7707165450191592,0.09049721434119457,0.04677617621552012,1.0690961437858195,0,0,0,1
-0.7707165450191592,-0.8075637641493264,0.24727414542049292,1.1162281873332258,0,0,1,0
-0.7707165450191592,-0.5398188761521524,0.8487680530354113,1.1476495496981634,0,0,1,0
-0.7707165450191592,0.1406993808406647,-0.6549667160018846,1.179070912063101,0,0,1,0
-0.7707165450191592,-0.48403869115274123,0.8487680530354113,1.2104922744280386,0,0,1,0
-0.7707165450191592,-0.40594643215356546,0.24727414542049292,1.2419136367929762,0,0,1,0
-0.7707165450191592,-0.3892123766537421,1.3500129760478432,1.273334999157914,0,0,0,1
-0.7707165450191592,2.260346410818292,-1.6574565620267487,1.3204670427053202,0,0,1,0
-0.7707165450191592,-0.6904253756505628,1.3500129760478432,1.3518884050702578,0,0,0,1
-0.7707165450191592,-0.06010928515721578,-0.35421976219442547,1.3990204486176643,0,0,0,1
-0.7707165450191592,0.17416749184031144,0.24727414542049292,1.4461524921650706,0,0,0,1
-0.7707165450191592,0.4363343613375443,-0.6549667160018846,1.493284535712477,0,0,1,0
-0.7707165450191592,3.035690982310108,-2.1587014850391806,1.5247058980774146,0,0,0,1
-0.7707165450191592,0.01240495534201883,-0.15372179298945268,1.5718379416248212,0,0,1,0
-0.7707165450191592,-1.2203371331449695,0.7485190684329249,1.6032593039897587,0,0,1,0
-0.7707165450191592,-1.0306845041469714,1.3500129760478432,1.6346806663546962,1,0,1,0
-0.7707165450191592,-0.24418389565527288,-0.45446874679691185,1.6661020287196338,0,0,0,1
-0.7707165450191592,0.2801498433391928,-0.8554646852068575,1.7132340722670403,0,0,1,0
-0.7707165450191592,-0.04895324815733353,-0.45446874679691185,-1.6959837443286894,0,0,1,0
-0.7707165450191592,0.0012489183421365822,-0.6549667160018846,-1.6645623819637516,0,0,1,0
-0.7707165450191592,-0.42825850615332994,0.6482700838304385,-1.633141019598814,0,0,1,0
-0.7707165450191592,-1.0195284671470892,1.4502619606503298,-1.6017196572338765,0,0,1,0
-0.7707165450191592,0.46422445383724986,-0.5547177313993983,-1.5702982948689388,0,0,0,1
-0.7707165450191592,-0.8075637641493264,0.04677617621552012,-1.5231662513215325,0,0,1,0
-0.7707165450191592,0.16301145484042917,-0.6549667160018846,-1.491744888956595,0,0,1,0
-0.7707165450191592,-0.4617266171529767,0.3475231300229793,-1.4603235265916572,0,0,0,1
-0.7707165450191592,-0.8968120601483844,0.9490170376378977,-1.413191483044251,0,0,1,0
-0.7707165450191592,-0.7517835791499151,0.1470251608180065,-1.3817701206793134,0,0,0,1
-0.7707165450191592,-0.567708968651858,0.24727414542049292,-1.3346380771319069,0,0,1,0
-0.7707165450191592,-0.9804823376475013,0.44777211462546573,-1.3032167147669693,0,0,1,0
-0.7707165450191592,-0.9023900786483255,0.9490170376378977,-1.2717953524020318,0,0,0,1
-0.7707165450191592,-0.07126532215709803,0.24727414542049292,-1.2246633088546253,0,1,0,0
-0.7707165450191592,-0.160513618156156,0.44777211462546573,-1.1461099029422812,0,1,0,0
-0.7707165450191592,-0.5565529316519758,0.5480210992279521,-1.0675564970299374,1,1,0,0
-0.7707165450191592,-0.3166981361545075,-0.053472808386966275,-0.9890030911175933,0,0,1,0
-0.7707165450191592,-0.026641174157569038,-0.2539707775919391,-0.9575817287526557,0,0,0,1
-0.7707165450191592,1.1280086553302437,-1.256460623616803,-0.9104496852052493,0,0,0,1
-0.7707165450191592,0.06260712184148895,-0.15372179298945268,-0.8633176416578429,0,0,1,0
-0.7707165450191592,-0.294386062154743,-0.15372179298945268,-0.8318962792929053,0,0,0,1
-0.7707165450191592,0.3526640838384274,-0.15372179298945268,-0.7847642357454989,0,0,1,0
-0.27418481906944553,-0.3445882286542131,-0.2539707775919391,-0.7533428733805613,0,0,1,0
-0.27418481906944553,0.4419123798374854,-1.0559626544118303,-0.7219215110156237,0,0,1,0
-0.27418481906944553,0.4976925648368966,-0.45446874679691185,-0.6905001486506861,0,0,0,1
-0.27418481906944553,0.6873451938348948,-0.6549667160018846,-0.6433681051032797,0,0,0,1
-0.27418481906944553,0.6594551013351893,-0.8554646852068575,-0.5962360615558733,0,0,0,1
-0.27418481906944553,0.7710154713340117,-0.9557136698093438,-0.5491040180084669,0,1,0,0
-0.27418481906944553,-0.5119287836524469,-0.053472808386966275,-0.4705506120961229,0,0,0,1
-0.7707165450191592,1.6300303203249449,-1.4569585928217759,-0.4234185685487165,0,0,1,0
-0.27418481906944553,0.25225975083948715,-0.5547177313993983,-0.3919972061837789,0,0,1,0
-0.27418481906944553,-0.49519472815262344,0.04677617621552012,-0.36057584381884134,0,0,1,0
-0.27418481906944553,-0.6179111351513282,0.6482700838304385,-0.32915448145390375,0,0,1,0
-0.27418481906944553,-0.8744999861486199,1.3500129760478432,-0.2977331190889661,0,0,1,0
-0.27418481906944553,-0.21071578465562613,0.3475231300229793,-0.2663117567240285,0,0,1,0
-0.27418481906944553,-0.35574426565409534,0.24727414542049292,-0.23489039435909093,0,0,1,0
-0.7707165450191592,-0.9749043191475601,1.4502619606503298,-0.2034690319941533,0,0,1,0
-0.27418481906944553,-0.3724783211539187,-0.35421976219442547,-0.17204766962921572,0,0,1,0
-0.27418481906944553,-0.567708968651858,0.7485190684329249,-0.14062630726427813,0,0,1,0
-0.7707165450191592,-0.26649596965503736,0.5480210992279521,-0.10920494489934052,0,0,1,0
-0.7707165450191592,0.9327780078323042,-1.256460623616803,-0.07778358253440293,0,0,1,0
-0.7707165450191592,0.38055417633813304,-0.053472808386966275,-0.046362220169465326,0,0,1,0
-0.7707165450191592,-0.7071594311503862,0.6482700838304385,-0.014940857804527726,0,0,1,0
-0.7707165450191592,0.04029504784172445,0.04677617621552012,0.016480504560409875,0,0,1,0
-0.7707165450191592,-0.969326300647619,1.049266022240384,0.047901866925347474,0,0,1,0
-0.7707165450191592,0.029139010841842203,-0.9557136698093438,0.07932322929028507,0,0,1,0
-0.7707165450191592,-0.6681133016507983,0.44777211462546573,0.11074459165522267,0,0,0,1
-0.7707165450191592,-0.23302785865539064,0.1470251608180065,0.15787663520262907,0,0,1,0
-0.7707165450191592,-0.567708968651858,0.24727414542049292,0.18929799756756668,0,0,1,0
-0.7707165450191592,-0.6569572646509161,1.3500129760478432,0.22071935993250427,0,0,1,0
-0.7707165450191592,-0.5621309501519169,0.44777211462546573,0.2521407222974419,0,0,0,1
-0.7707165450191592,-1.2482272256446751,0.8487680530354113,0.29927276584484824,0,0,0,1
-0.7707165450191592,-0.9637482821476778,2.1520048528677345,0.34640480939225465,0,0,0,1
-0.7707165450191592,-0.1103114516566859,-0.45446874679691185,0.39353685293966106,0,0,0,1
-0.7707165450191592,0.8546857488331285,-1.1562116390143167,0.4406688964870675,0,0,1,0
-0.7707165450191592,0.17416749184031144,-0.45446874679691185,0.47209025885200506,0,0,1,0
-0.7707165450191592,0.16301145484042917,-0.45446874679691185,0.5035116212169427,0,0,1,0
-0.7707165450191592,-1.0251064856470302,0.3475231300229793,0.5349329835818802,0,0,1,0
-0.7707165450191592,2.8850844828116977,-2.1587014850391806,0.5663543459468179,0,0,0,1
-0.7707165450191592,-1.153400911145676,2.051755868265248,0.6134863894942243,0,0,0,1
-0.7707165450191592,-0.5063507651525057,1.2497639914453569,0.6606184330416307,0,0,0,1
-0.7707165450191592,0.21879163983984043,-0.45446874679691185,0.7077504765890371,0,0,1,0
-0.7707165450191592,0.12954334384078245,-0.053472808386966275,0.7391718389539746,0,0,0,1
-0.7707165450191592,2.438843002816408,-2.0584525004366943,0.7863038825013811,0,0,0,1
-0.7707165450191592,-0.08242135915698028,-0.5547177313993983,0.8334359260487875,0,0,0,1
-0.7707165450191592,-0.612333116651387,0.8487680530354113,0.8805679695961939,0,0,1,0
-0.7707165450191592,0.16301145484042917,-0.35421976219442547,0.9119893319611314,0,0,1,0
-0.7707165450191592,1.0276043223313034,-1.3567096082192895,0.943410694326069,0,0,0,1
-0.7707165450191592,-1.103198744646206,0.3475231300229793,0.9905427378734755,0,0,1,0
-0.7707165450191592,-1.0362625226469124,0.6482700838304385,1.021964100238413,0,0,0,1
-0.7707165450191592,-0.33343219165433086,1.8512578990602753,1.0690961437858195,1,0,0,1
-0.7707165450191592,-0.23860587715533174,0.44777211462546573,1.1162281873332258,0,0,1,0
-0.7707165450191592,-0.9023900786483255,0.8487680530354113,1.1476495496981634,0,0,0,1
-1.2672482709688728,-0.8689219676486788,0.44777211462546573,1.1947815932455699,0,1,0,0
-0.7707165450191592,-1.510394095141908,2.9539967296876255,1.273334999157914,1,0,1,0
-0.7707165450191592,0.5032705833368377,-0.5547177313993983,1.3047563615228515,0,0,1,0
-0.7707165450191592,1.4013315618273587,-1.256460623616803,1.336177723887789,0,0,1,0
-0.7707165450191592,3.721787257802866,-2.3591994542441532,1.3675990862527267,0,0,0,1
-0.7707165450191592,3.1360953153090483,-2.258950469641667,1.414731129800133,0,0,0,1
-0.7707165450191592,-0.5732869871517992,0.8487680530354113,1.4618631733475393,0,0,0,1
-0.7707165450191592,-0.42825850615332994,0.8487680530354113,1.5089952168949459,0,0,1,0
-0.7707165450191592,1.2953492103284774,-1.3567096082192895,1.5404165792598834,0,0,1,0
-0.7707165450191592,-0.1828256921559205,0.7485190684329249,1.5718379416248212,0,0,1,0
-0.7707165450191592,0.4865365278370144,-0.35421976219442547,1.6032593039897587,0,0,1,0
-0.7707165450191592,0.39728823183795636,-0.6549667160018846,1.6346806663546962,0,0,1,0
-0.7707165450191592,-0.9079680971482667,1.550510945252816,1.6661020287196338,0,0,0,1
-0.7707165450191592,-0.17724767365597938,-0.2539707775919391,1.7132340722670403,0,0,0,1
-0.7707165450191592,-0.612333116651387,-0.2539707775919391,1.7603661158144466,1,0,1,0
-0.7707165450191592,0.045873066341665575,-0.15372179298945268,-1.6959837443286894,0,0,0,1
-0.7707165450191592,0.5757848238360723,-0.9557136698093438,-1.6488517007812828,0,0,1,0
-0.7707165450191592,-0.19955974765574389,-0.35421976219442547,-1.6174303384163453,0,1,0,0
-0.7707165450191592,0.16301145484042917,-0.755215700604371,-1.5388769325040013,0,0,1,0
-0.7707165450191592,0.4976925648368966,-0.2539707775919391,-1.5074555701390637,0,0,0,1
-0.7707165450191592,0.4196003058377209,-0.45446874679691185,-1.4603235265916572,0,0,0,1
-0.7707165450191592,-1.4546139101424969,1.4502619606503298,-1.413191483044251,0,0,1,0
-0.7707165450191592,-0.7294715051501507,-0.15372179298945268,-1.3817701206793134,0,0,0,1
-0.7707165450191592,-0.9358581896479723,1.550510945252816,-1.3346380771319069,0,1,0,0
-0.7707165450191592,-0.14935758115627376,-0.15372179298945268,-1.2560846712195628,0,0,0,1
-0.7707165450191592,-0.3724783211539187,0.04677617621552012,-1.2089526276721565,0,0,1,0
-0.7707165450191592,0.2578377693394283,-0.5547177313993983,-1.177531265307219,0,0,0,1
-0.7707165450191592,0.12954334384078245,-0.2539707775919391,-1.1303992217598124,0,1,0,0
-0.7707165450191592,-0.1103114516566859,-0.35421976219442547,-1.0518458158474686,0,0,1,0
-0.7707165450191592,0.3470860653384863,-0.45446874679691185,-1.0204244534825309,0,0,1,0
-0.7707165450191592,5.077245753288559,-2.6599464080516126,-0.9890030911175933,0,0,1,0
-0.7707165450191592,1.3845975063275353,-1.256460623616803,-0.9575817287526557,0,0,1,0
-0.7707165450191592,-0.6346451906511515,0.44777211462546573,-0.9261603663877181,0,1,0,0
-0.7707165450191592,0.11280928834095906,-0.5547177313993983,-0.8476069604753741,0,0,1,0
-0.7707165450191592,0.10165325134107682,-0.35421976219442547,-0.8161855981104366,0,0,1,0
-0.7707165450191592,-0.23302785865539064,0.04677617621552012,-0.7847642357454989,0,0,1,0
-0.7707165450191592,-0.5621309501519169,0.1470251608180065,-0.7533428733805613,0,1,0,0
-0.7707165450191592,-0.6792693386506805,-0.053472808386966275,-0.6747894674682173,0,0,0,1
-0.7707165450191592,-1.1143547816460881,1.1495150068428706,-0.6276574239208109,0,0,0,1
-0.7707165450191592,1.2172569513293017,-1.0559626544118303,-0.5805253803734045,0,0,1,0
-0.7707165450191592,0.2355256953396638,-0.35421976219442547,-0.5491040180084669,0,0,1,0
-0.7707165450191592,-1.1868690221453229,1.4502619606503298,-0.5176826556435293,0,0,0,1
-0.7707165450191592,-0.40036841365362436,-0.053472808386966275,-0.4705506120961229,0,0,0,1
-0.7707165450191592,1.4459557098268878,-1.0559626544118303,-0.4234185685487165,0,0,1,0
-0.7707165450191592,-0.5007727466525645,0.6482700838304385,-0.3919972061837789,0,0,0,1
-0.7707165450191592,-0.07684334065703916,-0.053472808386966275,-0.3448651626363725,0,0,0,1
-0.7707165450191592,4.268433070797096,-2.45944843884664,-0.2977331190889661,0,0,1,0
-0.7707165450191592,-0.8912340416484432,1.4502619606503298,-0.2663117567240285,0,0,1,0
-0.7707165450191592,0.4976925648368966,-0.5547177313993983,-0.23489039435909093,0,0,1,0
-0.7707165450191592,-0.3613222841540365,1.2497639914453569,-0.2034690319941533,0,0,1,0
